FeatureID,RP_S37,RP_S38,RP_S39,RP_S40,RP_S41,RP_S42,RP_S43,RP_S44,RP_S45,RP_S46,RP_S47,RP_S48,RP_S49,RP_S50,RP_S51,RP_S52,RP_S53,RP_S54,RP_S55,RP_S56,RP_S57,RP_S58,RP_S59,RP_S60,RP_S61,RP_S62,RP_S63,RP_S64,RP_S65,RP_S66,RP_S67,RP_S68,RP_S69,RP_S70,RP_S71,RP_S72
Feature0147,24852000.64,22845811.75,14790517.78,23906925.97,16653160.07,7929291.967,34937954.59,25571567.92,35119926.12,24126796.15,25924238.63,25856307.13,145024.569,24711013.8,21048772.84,20247007.89,17195943.36,17544411.74,21868187.23,21079488.78,23096078.66,19130636.46,15211403.98,130221.3139,21322246.34,12608390.79,11556426.14,17237279.82,244511.2291,243337.5835,11771938.89,16248014.77,16097250.15,11402899.75,14781173.11,15915769.96
Feature0146,254041280.7,106537619.5,265630768.6,148712091.5,145015270.9,324425904.3,119352838.4,284764163.6,343409751.5,274777743.8,143657166.1,130710006.2,133951782.9,132207568.7,199634127.8,308035916,357926274.1,186470562.2,174206398.3,120540525.4,16390796.26,136532946.8,13873863.9,263980010.9,53319934.78,310678112.1,330602046.5,8991140.762,104958911.4,87872965.05,260614417.6,236579382.6,90462270.51,269432972.3,229633267.6,45910080.76
Feature0145,363869673.3,393073879,381123370.4,504858215.7,541355471.7,416408685.8,458164805.3,408466218.5,483634978.7,375370742.2,505094328.4,364055689.6,448401030.3,479415477.6,309611844.9,395737466.9,517879702.8,303119742.1,583882213.5,438717636.6,460839328.1,365367305.5,394430725.7,384588590.7,350016434,465119942.2,469696376.8,383518917.8,290867940.2,298745923.5,347111435.6,335139723.8,418698426.7,346803916.1,316649940.6,408470158.1
Feature0144,34802384.65,31102623.67,35978079.38,42278782.48,46046935.5,27778058.89,40022445.73,47067357.1,37180475.31,46052325.17,99210259.37,50801094.79,28615549.95,42180351.61,53829823.86,32138852.77,58081675.99,25501407.47,122647617.9,62719355.37,34727022.19,56814847.5,46212454.43,36905973.37,39576207.7,67125088.89,37701176.76,73062746.34,49481365.29,41709161.81,27368367.68,34376420.27,40016778.24,24440465.06,24875123.17,34089049.84
Feature0143,151083521.9,189969315.1,173079033.2,330882173.3,266562946.3,254022007.1,263730544,301208437.1,234933564.7,276305179.5,491943428,271484489.8,311848860.3,277923071.3,284044968.4,286877003,316279263,194641598.9,481487248.7,364769271.4,254763720.1,300869091,200767178,260030750.4,275496107.5,364556081.5,216313126.9,331476120.2,320321239.9,272994595.8,277295742.1,322037253.9,287192717.8,251421999.2,208519802.9,230772636.8
Feature0142,328292896.2,303816522.8,257186426.2,409842840.5,395906445.5,247048778.6,352790604.2,383703108.7,337007860.6,456566559.2,913077954,451633209.4,307315692.1,291611530.7,443606950.1,302976869.8,488613945.5,242602945.6,517020723.9,488272045.6,275462226.1,422527603.1,414216458.7,304921238.5,353482664,995377317.9,353911435.7,1088501491,506220868.6,392775803.8,270519738.3,287655201.8,354066183.3,250021047.8,233105381.8,289084505.7
Feature0141,103970406.2,91044950.58,60692655.63,71358406.73,102350664.1,94544219.77,97565110.32,83214644.65,114313392.3,81026442.61,88102643.97,105815979,109256269.1,84595964.12,87728340.33,87224459.78,87317855.43,71959319.17,65966465.65,68017453.91,58456473.26,64137995.99,81948995.84,82698022.12,64609811,67780644.42,90069556.99,125924712.1,105085172.3,64618377.21,150501516.3,122089282.4,82082754.8,80988771.78,60100636.35,80770095.65
Feature0140,208872681.1,178111417.3,114464584.9,178283115.6,236698062.3,191171758.3,187571283,142509682.7,168070446.8,154873143.8,191872827,298864563.7,262946984.4,170367297.3,164675892.2,118690320.7,198273474.7,196288977.8,193048554.1,171096271.1,141559957.4,153517733.7,215854023,254731648,118775637,118313849.7,202450543,333854426.9,222871310.8,118757805.6,268910064,208128743.7,211002811.3,122764395.1,153364151,133303467.4
Feature0139,219895571.7,186155681.9,121629321.1,178605948.9,243937095.5,181760448.5,190312383,161180042.3,215878663.8,162011196.4,214157070.3,212300408,211893641.2,214010072.7,231701994.7,191184818.3,191182767.7,177819831.8,198755628.7,165498671.7,129389758.5,163022478.3,156276884.3,183887565.2,153917393.5,208368250,176000412.3,297525102.2,294648270.7,179150570.8,265039364.1,231280961.3,208619188.7,179258235.6,131223403.9,189644118.1
Feature0138,97069379.28,79558781.17,56888833.72,91148528.7,114977558,89290522.09,89042147.13,77891327.86,95937953.47,84884514.38,106144834.2,99395688.95,103063910.9,92624565.18,98440331.52,85147649.54,93541449.12,83775320.49,122182810.1,72851894.57,58999226.54,102467004.6,78919841.74,91560810.09,73974453.93,97251148.03,82674680.62,141224017.3,135709450.6,82352490.44,106908178.3,97221609.3,78093506.89,72245037.33,57329548.94,89739228.55
Feature0137,38546165.53,32113569.62,19689251.24,22628386.51,55579371.08,33547207.56,33360532.53,30229052.88,45043249.12,25933017.73,46023143.74,48273231.94,54370197.81,27486053.79,38896054.56,29365342.6,42668722.21,27676981.38,28166246.1,25277465.35,34223342.24,23943351.1,33690942.04,44987957.83,21707691.84,25503321.22,30177647.87,55519289.73,46845473.59,20950497.36,85534064.99,58805558.54,38842569.82,31831171.01,21846093.14,34378531.89
Feature0136,224537553.7,198854273.4,233514365.7,210995694,202908540,203224279.2,170810444.4,245312481.8,216901495.4,237023122,266550580.7,272985420.2,232552078.2,244570300,229194405.3,193266942.4,239745968.4,137515834.5,186422877.4,243988141.5,178001215.6,189290417.3,180979487.3,153656781.9,236681622.8,232531459.8,155881796.1,185621455.3,230954426.2,289680919.9,166113855.8,197537525.4,212018875.4,190398809.2,164744377,180108091.3
Feature0135,87779798.65,106392182.8,93262692.83,103539014.2,116589732.4,145332484.1,126167609.5,119471969.7,104334689,123001980.7,149984546.9,108002568.5,113302034.6,124639396,116826971.3,109140818.5,116526756.8,86201338.96,125363403.3,124977251.7,103686445.3,98644614.78,79517011.77,83479038.25,121447848.8,144496762.7,90997606.73,107393483.6,91177677.81,104980281.6,97161378.66,109349712.8,123484731.3,97384724.79,86574945.04,110847313.9
Feature0134,171296655.9,182940093.3,144677347.3,218534394.4,210935061.7,189983021.6,173818143.9,170007959.6,231432135.2,198459272.7,261254270.8,214436394.2,210172941.4,191236907,223522523,184858204.1,153786112.3,162011586.1,173576916.8,183504582.8,186142145.1,195142824.2,171531843.8,193283720,132122205.6,180935667.5,228691902.9,224797403,198422863.5,181042385,177917081.1,180587628.1,166240539.4,149481034.9,133156364.7,153620136.4
Feature0133,97139931.59,43242294.77,51150164.83,135013994.6,140908966.6,133857288,150276692.3,86768793.6,36242420.06,62177320.48,35812090.18,73430687.01,82947171.71,123345695.4,54229733.35,109255789.5,48064833.1,23193804.21,148091666.9,89615709.13,32009889.38,63440418.72,36338458.1,21217828.29,4355627.966,10404610.53,5130515.178,5935805.024,1090514.559,1382621.843,295693.4256,535065.1608,229215.637,468665.6328,710832.5022,1868512.217
Feature0132,548616811.7,461727666.4,495330315.3,534083495.3,782768123.2,405835066.1,581797031.4,644040470.2,487374876.1,740047742.2,884237393.4,627537983.7,472705500.6,441779276.5,920951772,436531392,805980551.7,394171171.6,796430253.1,555652515.2,424677010.9,524527942.1,532239354.1,446812924.7,613215123.6,1139371517,608151397.6,933819554.1,647561959.3,420115709.8,423885657.1,489302944.9,533216519.4,366430588.5,311434140.4,443446953.3
Feature0131,72114708.32,74565564.64,75583411.78,82073824.82,72832665.43,144398727.5,80635164.14,73688605.31,89512145.2,84620596.33,95148476.38,75513698.17,102371953.3,97548613.35,91755183.37,115851500.6,78624054.71,76355466.84,78945587.96,88691565.58,71526600.91,101579775.1,77689214.06,92432834.61,77336014,87833024.77,65141572.31,73363068.01,45618275.57,66530615.59,68476193.88,76733589.07,86153151.3,78425912.97,75521774,90882627.04
Feature0130,370042466.6,393208840.5,345046765.4,443368755.9,400833615.3,457360535.3,391764074.4,412932677.5,417522793.5,446699851.1,507594706.4,439000210.1,432389192.2,510253618.8,451646834.7,391043001.7,428669555.4,344491280.2,385077574,561754032.6,374022277.5,396260806,319036721.2,361348398.9,406496531,486367504.5,380849496.8,478268397.8,368872916.8,406683000.6,366229839.2,379142109.2,454835664.5,368737027.6,329259160.6,375073959.9
Feature0129,41357434.37,34895060.76,36070004.14,58831556.72,45151907.13,29207355.06,54677812.49,42888677.85,45552642.87,63172703.03,108822943.6,54184303.83,42628796.25,40798580.32,55927642.28,42828967.77,56883861.17,37010628.83,59254807.8,53605318.16,32294625.73,52920114.07,38742041.58,29334643.25,34627478.2,68613157.63,39849444.11,95450893.22,56182296.11,40297725.51,35377617.79,33403385.43,42719990.38,34217448.3,26983374.58,37292489.37
Feature0128,312939145.9,229331307,228155676.5,365498895.8,422525225,351391404.7,339581125.9,342906969.5,276348803.5,369348232.4,446386515.8,258057936.4,306564722.4,370898674.9,345075734,281489631.6,355187358.5,322063161.9,352545433.7,390155881.2,237730433,361766089.5,324955872.5,307468997.6,295256145.1,547559598.1,344199616.7,418260290.6,402400636.8,364896600.2,191822421.5,331063644.4,350202765,265453938.7,258652748.1,335076132.6
Feature0127,231667518.8,194825048.2,183657278.1,232654463.4,437793352.9,222368929.7,212602621.2,213125228.6,299304297.4,214297689.8,380410396,242698553.9,223703009.4,242773264.7,333814074.8,204689512.1,261696904.5,282963864.4,220525242.2,329771698.2,154174611.9,210042331.4,206583875.9,185496488.6,172080267.1,346703827.1,257645377.8,302563836.7,260564825.4,189916260.8,186907586,242487661.1,274921076.1,195212358,247919076.2,212302803.8
Feature0126,58934330.03,51020292.14,44879499.55,63021633.5,137639087.6,70103481.19,59956372.09,55556151.21,75024860.35,62278740.56,118078356.3,79241964.02,81422317.7,72400826.41,81388865.04,52451250.84,67554427.65,66777945.52,60997083.43,104074770.7,44142914.46,59539470.07,49485914.04,48566754.81,39299520.71,106014913.6,78875280.76,83566545.26,82373785.75,53728250.6,44683980.88,80511137.17,82498027.34,45276902.72,48228622.2,63535255.02
Feature0125,244117133.4,149364891.8,324726615,202576800.9,570701442.7,118063628.4,108190210.3,159891565.2,369927443.6,137484503.4,113875671.3,283545198.4,161571673.8,193211833.1,184347431.6,142030447.3,344705171.2,105343558.8,170847734.4,194109588.4,76929032.71,227140580.6,187315688.4,286585405.4,85732258.06,105212816.3,251942189.1,130670523.1,169480553,133797666.5,259846239.4,622965529.7,419254982,124493920.3,126419354.4,242588668.1
Feature0124,54060921.18,92662730.58,68158402.88,86524159.53,63707580.55,94547444.29,89051748.62,67014381.99,123302971.4,117822175.3,157261608.5,106205751,105581075,137325089.3,144359192.8,125424861.6,119497250.3,87930856.54,101793933.7,84717685.68,83987929.5,75707897.41,81681963.73,71399879.88,59964913.56,121419187,74947561.16,69714645.15,60089403.29,83336861.42,90723372.44,66043891.26,133147499.8,91387648.17,68290694.11,91934802.73
Feature0123,9516088.527,9633361.682,6718314.578,10621004.22,10244270.46,11762622.86,10232676.15,8137101.887,24488030.59,23553939.4,26850911.62,24281416.56,22352273.36,25118743.98,24698453.83,23657427.45,24679590.79,25105009.32,25828454.71,25739042.08,21440475.18,23742200.47,22942046.05,14388977.66,18912510.8,13772789.95,10979453.94,67529751.16,820024.7995,1694489.661,945888.2853,1271995.646,1115509.575,2329176.449,7421663.457,7216804.674
Feature0122,16654184.69,14021175.47,16473683.92,6450636.989,18293985.26,16050220.56,19196280.53,17861553.71,16382229.69,18818986,6167984.308,6360005.072,5415016.561,18979135.37,21730950.18,16348420.66,17670748.72,15370227.94,19601814.77,16402113.18,15539874.03,14432903.2,16251492.09,15914772.32,17037950.56,16404134.55,16612777.19,6041140.255,20546787.28,20549077.68,16306176.2,16106502.19,20280224.55,15838691.31,13071310.77,19116838.09
Feature0121,8339261012,9043233998,6672573363,9293821274,10063237072,11333951068,9331967329,9188819948,10006864275,9990367026,10545314313,10694997196,9460943646,8844721420,9739572874,8672745938,9389245707,7823151117,10770200534,11679264310,6796064510,9319853409,8744591540,8015721721,9366478389,9181830062,7896843697,9899971530,7482629472,8270281676,7955080152,7373666572,8766013630,7575566052,6716462594,7976739577
Feature0120,196770032.7,166793063,1508961896,158702306,247591977.4,213104628.5,240891150,502246637.8,114392238.8,165671613.2,552049834.7,329018837.7,280027837.9,1885989409,381319577.1,187786300.7,293122001.1,244250460.8,296329113.3,207296516.5,1619644304,124016039.7,184934628.1,137331014.1,154245066.4,1778769531,1515882604,212013303.8,1658496563,1918296770,1676427600,1638575027,1679734825,1269398038,1188812935,1683219359
Feature0119,176567547.8,177659095.1,166464894.6,143134232.5,146991778.6,150372184.8,153140631.7,140314922.7,148802098.9,150649501.5,166470833.5,129934829.3,140042270.5,142319015.5,141817723.6,129370049.4,143909219.8,129281930.2,132745932.3,138085414.9,100450484.5,128855101.3,113947075.8,100863398.8,104957678.1,99977428.34,86174665.17,100867384.6,89600674.14,104497423.3,99418223.14,103608291.9,126870219.9,105350604,105545328.7,109576644.9
Feature0118,8528325981,11663122813,9603768494,13192101392,10367098689,11534733573,11301984175,9555782784,9559701736,10888137289,11422211020,13302703256,9186695813,10693315226,10015927271,9066898118,11179915097,8241189256,8726476044,9579820468,9310529529,10012941130,9750296785,9011560588,8147182547,12968053368,10811941049,11017338271,10458706522,9368176554,8732732943,8596996036,8357244438,7290355913,7456536649,8132640480
Feature0117,1751520422,183425091.4,380648067.1,234439036.5,1547354369,268851672.1,337290249.2,2315263652,2349164756,222494696.5,230840500.6,377937350.5,2606873546,2046568125,2350008783,1897587321,211754203.6,2311343674,2119392621,2045885245,2000343761,192849445.5,2140151207,2433478137,1991575224,241488948.3,2399955971,2701251549,2642186400,2333284391,2205609652,2244565160,1825274090,1832505204,1821424395,1603347268
Feature0116,223410349.6,126703991.8,167793679.3,512098213.1,185540516.8,126035284.7,223930364.6,177284791.2,152329083.2,144554318.2,177781819,182977974.6,111392944.8,192243690.2,195382180.4,160365900.1,185062924.8,142909557.9,170859612.5,326275628.1,442658728.4,133381403.3,178587221.7,112036701.7,147740887.4,168919519.8,205986554.5,299601001.2,528568353.2,240777504,134778549.3,217403645.6,149585291.8,147348689.1,133555033,133055872.8
Feature0115,131402239,134156601.4,93277356.79,127686433.8,215555591.5,129993567.7,130827283.6,104737612.6,176577301.6,114011931.3,179585540.3,164003072.5,183685787.2,152025456.2,127620841.5,127115986.8,133188595.4,97396050.75,106554811.4,111278472.9,106608786.8,103410262.7,119134474.3,155147415.2,112739767,136065625.8,165137018.8,248166465,192101877.8,112200751.9,234480888,167354643.5,128980249,116902556.1,81331143.95,127275673.7
Feature0114,1751920378,70309443.15,71584815.75,72741072.78,1547354369,80554569.85,205664784.3,2315263652,2349164756,112771972.3,188897325.3,183545691.9,2559008255,2046568125,2350008783,1897587321,184371110.1,2311343674,2119392621,2045885245,2000343761,170390101.5,2140151207,2433478137,1991575224,70206480.3,2399955971,2701251549,2642186400,2333284391,2205609652,2244565160,1825274090,1832505204,1821424395,1603347268
Feature0113,584076203.6,498957120.7,565142195.5,346471095.7,419691816.4,364119866.7,360962039.1,370733396.7,526734018.3,502037073.9,510526753.5,603701045.1,561606947.3,517949765.6,474633035.2,481260992.8,586229360.5,554145935.1,461186746.9,499333747.5,609432103.1,678407346.1,672674491.3,654042734.7,830858702.5,716423489.5,709590101.9,638091852.1,970222562.1,1108094498,903734955.2,997961006.2,807805412.7,668928801.6,851311828.5,896288799.9
Feature0112,62868196.66,62925090.86,35522828.38,120911412.5,63943295.15,42890652.39,78588703.35,44499147.91,73828941,52565834.85,176602848.5,53064358.07,37927508.98,129553804.6,133904448.1,40265935.3,95244072.52,47910320.73,28847959.33,104281253.3,65968465.1,75490073.42,68503068.12,71848573.72,77769466.03,386286136.7,68849311.27,354742358.8,69610460.09,292622928.8,62872290.58,35830922.12,48339550.17,63331153.14,56857830.61,51277793.92
Feature0111,51401964.76,60871381,58346857.05,69461613.51,74806026.55,64457107.79,70411947.93,54474474.81,66397861.49,74971553.13,76467524.84,77199358.81,70455236.13,65119943.48,58181852.54,70078109.33,67679734.62,57059095.24,87853068.76,61412445.23,82568430.48,67223843.45,52598050.3,53600876.79,68375848.16,82170988.07,62203039.85,52391671.42,57728017.92,54872860.22,51999023.32,60171952.5,74048844.63,58276680.23,55969665.42,64965027.27
Feature0110,70837965.89,87994415.75,86177396.86,118596785.5,93836347.1,86862156.94,94476636.52,110050985.5,107750512.3,135020509.4,160828943.1,119007402.5,87657600.55,145613092.9,129263135,92564647.58,109233652.1,95248578.14,109824050.2,195476357.7,100817705.7,144894859.5,110928452.2,108958844.9,100655109.4,148855295.5,103638781.9,159950914.5,109140768.2,124798350.2,99643746.62,102656053.8,96511957.41,76814067.77,97424447.8,107378526
Feature0109,139605601,148507611.5,160812533.1,271479281.1,174100164.3,148757798.3,149452438.4,172093058.6,251414385.3,208218132.9,327770820.2,320652908.6,208934414.9,238729096.5,145045682.4,185362943,166977474.1,165381940.2,211386367.7,218999597.6,165554633.1,227048978.8,191869479.4,203478635.6,161321572.7,198843905.8,204245025.5,379784918.4,322056707.6,227057057.9,239841500.3,174154601.4,198536104.1,167791899.3,150835212,167760149.6
Feature0108,200041534.2,196745896.2,200115707.9,176983247.8,223283552.6,254575706.6,223900835.7,240240926.6,170359028,209182225.7,230844167.8,196409665,168407004.3,207065257.2,226938536.8,186667324.8,157417633.8,200522051.2,182819492.8,197128375.3,174222699.5,143545745.9,149724477.8,134656482.3,155157411.4,151545949.9,177944819.4,154405987.4,137942683.8,131277139.9,166219769.1,150035774.4,183895381.4,214601499.5,170733558.8,154542238
Feature0107,667066.2631,607070.2692,657451.5482,1032728.651,1718572.302,1464960.742,1212073.006,641914.5026,1249042.261,655392.9144,2410823.592,649738.5216,1115703.557,987760.9923,1864634.235,652207.09,1046939.915,981456.2229,24121455.07,935924.0911,25838218.16,22936241.71,609341.8383,21085064.05,18245196.11,648679.3514,20894626.25,652614.9308,21258226.63,17692511.78,613034.2242,21528845.04,886488.3272,1269573.328,21976454.49,20827083.87
Feature0106,1877788.851,2480085.453,2376274.139,8882533.185,3888311.609,7429408.529,15066112.99,4852411.179,29730821.04,32012227.19,32540225.08,30625205.01,30349070.92,32052948.13,27272676.85,33931437.83,30513692.47,17446770.85,33442991.86,28999819.94,21440772.26,26619298.61,21561115.39,26189370.38,19153107.83,23406967.6,18512478.98,23261547.04,14225243.35,22424019.78,9869271.596,10782436.13,7392980.501,13503381.67,25789702.44,24154087.78
Feature0105,2242830619,2446082508,2100798831,2584092179,2278336564,2574913623,2423851706,2372259588,3029524801,2230958259,2397886171,2704038649,2542420702,2688360000,2150840554,2329177402,2162770198,2516014952,1802617887,2387229085,2318152739,1664798483,2456203312,2425139116,1909914853,2011291017,2774803362,2447204813,2420989356,2323079433,2934448781,2389124851,1862518042,1908256414,1843265634,1583240068
Feature0104,40973013.53,81516349.11,92000113.25,87394407.26,90092144.72,30621574.65,49304116.03,75831207.92,75312477.3,58617132.22,88827009.94,34937465.56,49231632.86,76070625.53,49961026.07,53932393.17,84603746.16,61694027.65,36092551.87,59406866.41,55742159.6,502934271.8,85381621.8,61789364.33,43077211.11,51523188.64,85092912.03,75579688.46,54391261.25,67760798.61,542465435.5,71001484.27,287839499.8,46074357.26,69788224.74,391082545.3
Feature0103,192643625.8,148781116.6,171049617.3,314675565.2,201421331.6,181422964,206047119.4,233804222.4,210983618.3,223787750.1,344462784.2,286322499.9,222079551.1,169448244.7,195024654.2,163418147.5,215354920.3,171349878.4,234234205.1,280816281.5,194576368.5,201470748.7,181822749.7,196407292.1,148956035.4,182163054.7,222823311,312837941.3,190700363.4,196881052.8,196644647,190608840,167616804.2,127847875.5,151424853.2,154912852.9
Feature0102,238392150.1,223519264.1,182308723.3,184725244.9,199285268.2,261053461.4,225733054.5,150101387.5,120848893,137648888.3,146083493.2,235923992.3,116086484.9,138828056.8,274864126.6,180452608.6,133901348.8,148286306.4,147527498.5,183506890.9,178232091.4,275615718.2,169792349.3,184041300.7,133934604.2,187407195.2,137901405,213163343.4,295893441.1,223403924.1,104745052.1,123272817.4,110077529.7,163915337.8,234843538.4,255076228.8
Feature0101,156643726.7,157353250.5,109744032.7,157575385.9,172199364.3,133310431,125427785.6,137326203.2,174221914.8,135990333.3,192932057,173701799.2,172261532.4,156030276.4,150017430.3,137126098.1,129134054.3,159077327.1,132898922.4,172481928.9,95906003.46,154150077.6,104789395.9,134612097.7,106619330.2,110271923.4,110547990.4,147702660.2,124701211.9,168632502.8,135242390.7,125254807.2,142131422.6,137315190.4,85044515.8,112092536.7
Feature0100,586359589.4,644458734.9,509956747.3,551095632.8,596464336,606625710.3,676923617.5,568994679,440468914.6,475275700.5,604049521.1,278433899.1,423660106.3,435354499.3,475922875.7,464402442.9,399826938.9,399423750,518228097.7,494862963.4,194686194.6,265288626.9,228016780.9,224922484.3,203067477.4,151331081.3,123008381,178684072.4,93344235.5,195574385.7,139293910.1,186243431.8,235484910.6,206686278.7,190179305.2,243385591.9
Feature0099,14069129.25,16355155.44,13770100.89,14875723.63,16222802.35,18177431.05,18201171.06,15061945,37735768.54,34016805.4,38154292.04,32637877.41,34110516.51,38046221.42,33509043.88,33455732.55,34480934.38,26545666.01,33715587.53,27672354.41,16340739.25,19427833.9,16607267.91,15053416.12,9465682.093,12175619.51,8940864.349,11553285.86,1713620.752,3108853.864,1462991.686,1734100.087,1107617.98,3620645.367,7899562.82,8625127.757
Feature0098,108751710.2,175482480.6,108260140.3,159544827.6,556040739.7,154974445.5,169138046.4,141169626,163453784.2,101459382.8,90699522.95,151547307.3,202507597.2,134216090.6,129359481,130778418.3,102287975.2,98849570.81,171884769.9,121901259.3,109824554.6,65655633.54,173402628.1,248403182.1,94391981.41,93560141.08,326060043.8,142059872.1,1286853447,78241511.89,223792176.9,162555087.7,95910915.72,79814852.59,96239992.15,77945170.13
Feature0097,354975.042,608093.769,3217003.825,1081715.321,3050182.075,294904.7508,2930052.037,994857.2064,636522.7532,2189143.281,2235121.149,806848.9166,330435.2135,494858.832,1384183.479,298270.524,2191920.954,365075.4518,1728832.029,1899482.265,656932.1614,1603406.621,806929.2687,281370.3771,2494496.284,758696.5021,1298007.151,2681974.256,642388.8493,1396470.326,427858.3535,624585.7105,2208732.783,2025365.362,899688.5692,919372.4532
Feature0096,54666873.8,60821841.03,47982815.42,59419263.34,89606705.88,79372341.4,64474355.08,65380366.77,66767783.07,69100011.11,94382817.88,76143610.17,68703011.42,74824944.19,71974575.05,49607586.83,85210172.48,43745794.18,148036119,80688596.25,51404854.78,60941065.13,53986523.24,64439406.9,94338421.08,97108894.48,66883384.34,88136801.73,82013421.58,61439621.4,62939197.54,68962966.43,80365328.07,61440988.31,58468548.83,86382933.04
Feature0095,30920159.42,33445487.41,28998419.2,29487197.92,36027324.81,38075267.66,33623386.33,30235128.21,34966537.62,38753561.74,47956854.41,44133100.95,44240111.41,37524825.23,33879635.85,28903436.9,47943237.74,29102614,102025415.8,38695384.93,28928780.27,39057830.12,37630912.9,35562303.75,45802737.85,67655528.37,41896370.05,47091449.84,46207448.06,29470537.78,31504388.05,36393746.26,42308624.53,35262513.09,29341168.05,44210953.69
Feature0094,76362277.04,65001093.87,77812730.13,71741907.21,55216866.33,68175281.28,58068085.85,76083748.76,77593899.87,79166447.66,95441547.53,93508484.58,81571805.81,80843527.59,80785702.01,62634276.47,77982538.23,35288794.9,59195720.26,77680865.55,55187283.42,61774972.91,52452531.44,49974138.32,74817104.4,85884823.8,54571715.71,56347960.7,73238669.04,65692832.71,54330405.19,61750354.91,57339452.95,59275861.08,46404268.15,53596031.33
Feature0093,156474475.2,147225505.4,114019348.5,147648002.9,253812176.1,189062314.9,187805365.4,184625389.3,119728916.7,122476898,169342447.5,115581549.1,137690942,151609219.1,169123819.8,131394610.8,197769846.8,134934977,333682172.1,226659687,150905496,255131023.1,190990857.2,149931283.4,258446839.8,280096189.9,200818068.8,200025176.4,133120262.6,183126927.4,151592046.5,220501410.7,296986346.9,189640319.7,194717456.5,278985125.1
Feature0092,41111659.78,43134849.07,33413147.37,39822192.48,50245351.35,51060617.45,53551577.8,45260670.5,39654965.88,41401153.46,41715322.97,43833853.97,45215271.58,43410051.5,55994191.78,33423862.09,50149994.91,29733124.29,46618317.22,64122008.22,34436765.65,58346009.73,44465473.67,42676710.64,53676826.59,54995604.67,34987319.5,50120554.26,39050815.22,43775066.54,35460456.63,40304533.6,45813849.35,39096302.99,35665893.62,49309114.74
Feature0091,45800961.69,53337869.78,42325851.66,50849557.82,73701066.02,64431486.51,67593712.26,72336884.61,65748665.11,62671239.96,69099275.67,59873478.24,57056294.6,67993456.94,67257025.48,45763771.65,67818786.29,46823134.41,88056776.93,94301192.39,67017387.6,118884896.4,90741734.87,82996987.72,87638889.15,114410019.6,92542335.63,95625309.56,78793592.78,58543259.6,71757311.33,82258765.58,83050121.93,64734059.24,69818293.71,80844438.88
Feature0090,119987573.2,122352032,130471755.5,244716799.7,124144092.3,130183808.3,111087081,119469387,146621668.4,130921429.9,177761411.7,256427325.7,220787731.3,251222297.2,158739834.9,134451277.9,129310432.3,115544723.8,137639016,167159026.5,97555045.37,117913418.8,101337472.7,108834273.6,104382256.8,222187459.9,174364966.2,166423000.9,163986145.5,141909958.3,109858386.5,118943813.9,225897470.5,104406711.9,169156596.8,104209794.4
Feature0089,135856351.9,148868224.1,123828883.3,157640146.2,183351925.4,165978835.8,147407059.6,155630127.6,140775314.7,173753588.1,209400131.8,159015831.9,149709690.8,173053563.9,153371516.1,149577243.1,170437906.7,133193548.8,214080237.2,187603009.3,148580395,142351429.8,120871429.7,142937879.3,174056377.2,220372835.2,142288734.7,174784250.1,100429645.8,147837597.7,129234331.7,143987668.9,174304966.3,136155860.9,126809557.4,148101368.9
Feature0088,9133927.87,8632191.481,8524762.289,17489608.68,12269349.54,6747120.011,7141498.857,4923907.869,16393112.45,8863993.258,13331750.57,16285349.97,12657771.54,9486449.189,18369077.73,6540372.287,33537603.39,10429555.86,126542160.6,9980635.265,9289685.19,22418847.13,61473103.55,14157306.65,12548371.22,25284237.5,23603407.23,17259532.1,26269839.85,7010377.107,12021496.07,11719001.26,17446839.62,9191561.616,8391306.106,8694176.329
Feature0087,43329062.23,47307616.27,40609310.88,44362964.55,76050589.51,64154325.08,51671818.7,52034755.43,52834445.31,65640395.9,87846821.65,58534719.44,55728166.06,61964278.29,68845713.71,41769968.53,68810153.17,37380537.32,116857052.7,65826926.14,43240948.02,48404460.38,43723248.49,49615301.66,79433112.01,84739113.16,52588569.21,79329146.24,81460651.96,48151133,48062575.14,54939705.47,66243076.1,52980462.88,47249481.26,70030079
Feature0086,80676083.14,79358416.09,48343071.65,88728752.47,70117767.52,54549360.45,54570854.61,58073877.42,52717868.96,69945369.75,111525755.5,67742555.07,65120931.04,94915388.67,62654147.29,52812588.6,96241601.65,45538412.39,99814147.04,73077489.31,50892861.94,64335081.63,49280308.21,53350198.06,54721413.24,113079278.5,55444899.3,87589787.15,60700747.66,52245650.57,44931751.44,47787955.79,69359795.64,50028265.46,41690014.55,52855828.43
Feature0085,42896192.9,46903882.89,42403129.67,73930974.41,53721433.81,53488120.63,52620988.01,82855140.31,64596629.16,78633454.72,162528910.2,82070309.63,68673285.77,66150998.84,82012743.37,65178450.88,69408562.67,53664899.38,55315690.48,114025826.8,43980634.61,81799290.93,49978169.47,43108549.27,58658158.09,68869458.78,37673024.54,105433483.2,76764611.54,83751416.19,56197831.38,57947986.71,78744383.3,47889965.44,43590157.67,41569958.51
