FeatureID,RP_S37,RP_S38,RP_S39,RP_S40,RP_S41,RP_S42,RP_S43,RP_S44,RP_S45,RP_S46,RP_S47,RP_S48,RP_S49,RP_S50,RP_S51,RP_S52,RP_S53,RP_S54,RP_S55,RP_S56,RP_S57,RP_S58,RP_S59,RP_S60,RP_S61,RP_S62,RP_S63,RP_S64,RP_S65,RP_S66,RP_S67,RP_S68,RP_S69,RP_S70,RP_S71,RP_S72
Feature0021,86555138.14,86423533.88,78934953.57,117708785.6,102228606.8,85516416.36,110563771.6,116122396.6,112128878.1,136889616,183360179.8,133019089.9,105151791.5,108753017.7,126961248.4,94364199.99,119952031.4,96784749.08,162263585.8,138183732.6,101653649.4,150015930.4,97274612.51,92870779.25,108222158.2,180056365.8,131362641.2,177285927.7,162140508.3,117587738.4,78147614.96,89388145.77,99243198.27,80130559.36,67411873.11,105584019.2
Feature0020,29179731.85,19939525.03,25422731.62,37209440.54,30341932.59,16756857.53,30182858.82,33946635.08,40571248.85,33772746.6,88526183.41,45224621.69,23396025.22,27922321.28,38240625.75,31572137,36691137.89,19006942.59,98559039.23,48020357.46,31941049.59,60105935.23,41278819.42,30880068.52,34367684.69,106046899.3,85510548.47,118924568.6,55963390.89,38282884.14,21990484.36,20179790.43,26229241.25,21490834.66,26357923.55,25920248.79
Feature0019,887529.1909,2086856.671,1522377.471,2732731.505,1781923.427,2878448.55,2176134.815,3574241.462,3311064.436,2626254.747,3885720.74,3355935.608,2491999.637,3465554.113,3407666.273,2542217.069,2919537.596,2210058.609,3276393.05,2704398.672,3886763.423,3626993.062,3609993.085,2762853.773,1951990.492,753946.1713,40385423.17,554376.1873,527698.1913,137942.7972,195468.4637,482922.9872,151409.7067,257531.9692,122101.2086,485149.6929
Feature0018,137514872,139804318.9,179661143.7,175696704.5,150600469.7,206639596.4,159242628.9,175349667.8,181529860.3,151023009.3,156658852.8,116966867.2,150105874.6,402294995.5,134156101.2,164005438.6,100488936.4,101956259.5,398258319.8,153986199,157493096.4,156419555.2,149387663.6,157026900.6,154432859.3,150724771.2,121415976.4,172748438.3,153848030.6,136715475.1,126230849.8,162723911.6,130093951,141396229.3,102538446.1,153497748.1
Feature0017,69690271.32,70006792.29,87148108.15,92236517.04,94260348.74,110353742.3,91845457.7,112287700.2,156531077.6,151498437.8,153064844.8,154147441.4,146014177.5,151872622.9,153096928.2,168838410.8,145142948.5,135694082.6,170752612.6,143294662.1,58044327.32,68421127.35,61866201.58,52185835.54,39804184.46,44952645.63,39559235.41,76723442.43,13924200.81,11934956.99,10632052.85,12341165.55,13315501.8,40063132.75,57384871.31,69954584.47
Feature0016,36831104.46,37204226.97,28674055.88,40135312.12,48656139.79,59284871.42,43391513.01,44640425.09,58020410.33,62269635.35,65719148.6,57175601.86,68274721.55,66877009.87,69832321.65,87589275.98,58766844.06,62305825.83,63461464.67,83702329.54,22185136.2,21569598.17,21381538.5,20327588.94,16630420.38,15028602.69,15202287.07,17947464.76,4124223.876,5420852.828,4178209.362,7052214.942,6334376.955,18495774.77,28472899.63,36783737.94
Feature0015,4695830.77,6692686.661,5167550.721,119967074.2,10093614.69,10102729.45,2502494.582,7723404.4,160441369,2773290.823,7508490.557,9160713.317,9938416.462,3316400.863,1596731.729,3086924.741,7055764.634,2591468.211,13857256.91,33950932.75,1426321.597,275415.911,6780238.718,479317.1146,366611.4034,284992.8066,7759168.119,3029818.125,325146.6485,387240.5279,243092.1142,269721.0906,295647.4058,356575.493,343985.6916,1087169.728
Feature0014,26297118.14,23420166.41,28418068.44,27075767.03,37069757.66,23326046.95,32393846.62,31035106.11,31848986.74,43375621.88,42913955.67,35834825.46,25066436.37,32701096.25,44995577.62,23318634.56,41497621.11,19316173.38,70579312.91,32884966.25,24054948.44,35908029.54,21401984.44,28146757.82,27619641.16,57673938.11,50038220.27,36749967.44,39108981.38,26303745.99,18630780.96,28519090.98,34874126.87,24307166.5,21521791.19,28874194.63
Feature0013,16603344.98,5131314.711,5537242.363,2859302.534,17809896.74,32382459.59,14240468.68,7488015.402,8360164.913,10161948.09,6958883.709,6818967.268,16045299.15,14729966.85,3858377.612,18621367.14,13033532.88,6223187.613,8150934.72,5351858.836,821067.5399,1188773.132,68044789.42,1472287.014,857578.319,1324800.917,932658.072,1144721.386,1538944.365,1883282.243,1242925.985,1489865.118,1399513.359,1667313.863,2123520.275,2068217.154
Feature0012,9645355.957,9115879.377,13986795.2,9186919.679,7922147.739,16191226.31,20380948.11,24526072.83,159280628.1,13167789.99,18550893.09,22473674.39,20775538.96,7291897.59,8524594.203,10721858.22,12706257.31,62265322.48,5322682.685,5070720.302,9575672.957,9351465.092,12714700.78,23372589.16,10305043.7,8933664.995,10000218.55,9224393.115,10031851.56,12415040.16,9623923.539,9684078.518,7631214.206,7570659.616,7151214.815,14442544.21
Feature0011,15681573.32,15318613.21,13353287.69,16366063.15,15571974.99,15766120.65,17040824.26,14742984.84,13572838.44,20459733.74,21353422.12,18333739.95,15073708.22,19672650.77,21137004.92,17476033.75,24911431.72,31850509.97,49135796.03,51819727.01,33027662.03,56559363.82,71614308.63,41363002.29,40135298.49,13679336.08,19378356.86,19604436.37,14428090.51,55755126.74,20334307.36,26781219.34,58650676.88,40773223.02,31582111.57,37737049.94
Feature0010,39054268.51,36122491.43,49689023.66,46625737.3,50617012.45,66177377.13,53133553.13,40319341.63,117001909.5,82061054.74,164787705.7,52612915.48,70057766.57,84258024.78,82451621.87,110725752.2,61973543.69,48254027.14,89436336.6,61685418.15,59998267.5,74166740.21,58344563.98,62557093.73,39427327.08,47565096.23,41175851.44,56421543.43,24775189.1,41516147.65,26508563.04,20813122.4,11033561.05,10692538.86,19935964.8,24948568.6
Feature0009,12155178.28,12840904.92,13761716.23,18261605.27,14033315.63,17986967.65,16496665.45,14622755.71,55715452.82,65302295.16,66468487.07,57983178.1,50433058.58,60588291.21,61373622.85,58815148.62,65470707.81,40451326.12,70050157.55,44058290.28,40159655.83,41778101.59,40848701.01,35428153.16,41983908.17,38444684.06,28581243.73,61125636.81,5514113.448,9411811.295,4694109.166,5878707.139,4086841.363,6743306.207,23908573.77,22398194.33
Feature0008,13069782.44,11500825.74,16226580.92,20778429.71,16381699.65,24335974.14,18768057.98,12899584.79,39912900.63,27274051.41,43512185.89,16705000.99,22371101.32,29375570.44,24295763.78,31843320.97,22635452.33,14498875.07,28744246.24,35077205.96,17176567.51,15840002.3,11918820.73,12864161.74,14748226.96,13211287,14276579.39,23223884.61,4996703.15,6320808.386,4561689.559,5268514.993,3300069.409,3838879.053,10532095.3,8522207.838
Feature0007,124941318.8,128091101.5,106924395.5,115107185.6,129814336,123086255.8,124786274.2,117558784.2,102215481.2,110740769.7,126457649,85115957.89,105363737,103030160.7,104976508.6,104859711.9,110094031.5,97656099.55,116700198.3,111978989.1,71399214.14,87193728.1,73153182.11,73361656.25,66827067.48,57306745.72,46751669.67,63990517.36,44193688.37,62277963.08,57476935.17,77800098.69,81709706.72,66446697.79,63059850.81,78989770.24
Feature0006,28982057.66,41919279.66,33492614.53,38517488.47,46349398.85,77402443.27,71243771.42,42584335.64,78456731.96,82885044.48,82880896.05,77020432.28,108372816.4,82421816.82,99354632.36,106171355.2,66428124.76,70770667.68,62457636.01,63672000.52,20147059.13,24422396.25,30146023.1,23024638.91,13484924.68,13215791.52,12742452.62,24384211.16,4915232.506,6728110.615,9234746.553,10670171.56,5652112.317,7932365.292,14064883.92,13902774.96
Feature0005,6632432.5,7708737.523,9208109.643,13295262.48,8460530.81,12152174.11,10358855.06,11754291.25,21713327.85,23904670.23,25374397.49,20524593.16,22382501.95,22316797.39,23847267.39,20367870.36,25540971.72,18094278.41,26372042.08,21829259.8,21892679.04,23685486.71,24083099.04,20167904.48,25386001.1,23804686.04,20003171.01,30047480.14,5328701.345,9836615.145,6444146.644,8666431.076,7830033.255,7620598.121,13943027.31,12640612.28
Feature0004,97572080.62,96883505,81726055.77,93566276.41,100121779.3,91662556.37,95654398.61,92739545.55,81661759.83,86084966.64,96311634.82,68462266.37,80344921.04,78988766.97,79690265.7,79402156.2,83517765.6,75136514.14,85482142.08,87419021.68,54912270.81,65883340.18,56770221.31,56296304.75,51303198.58,44704658.21,34750118.32,48616994.73,34261038.97,48211094.39,43587735.31,58111414.98,63104073.45,53396720.62,49015715.09,60779754.52
Feature0003,25009805.41,25804457.37,28547023.82,22423905.84,24643541.48,39281588.13,23376843.67,22350558.5,23332744,31613357.76,28302904.85,24452761.53,24180672.07,34924359.09,34103795.74,33649759.5,28998795.87,17068447.51,25626991.25,20856607.54,13443947.02,12982139.49,13127557.06,12806760.96,11555973.07,14858600.97,13996067.06,12480344.54,14914499.6,18230387.5,16981064.9,14120723.06,17463841.72,18445941.45,12872787.82,16183397.32
Feature0002,35104298.72,26927062.09,30816739.27,48155324.02,54378459.15,33827092.21,45237224.19,65583522.87,59089969.84,70051172.84,106117508.3,56760049.54,46739997.05,41712607.78,67617419.32,38944446.24,76556789.14,41970130.2,72901717.95,87023778.62,51814883.52,112041689.7,67239754.6,60618409.39,60085262.27,153185488.9,92222853.73,105167716.2,99704815.76,70121694.29,48214954.07,52269297.73,54096921.71,40254278.24,41774506.57,49601969.5
Feature0001,6177108.366,4203568.105,5019445.761,9533317.523,10815445.3,5248269.299,5752520.295,4764402.375,6296852.447,6485779.745,8603257.897,7076111.736,6565811.588,5351140.126,9188368.197,5416130.561,16756965.21,3999157.977,67674652.14,8886082.701,3294830.921,9604466.664,22244376.91,5369977.69,8626204.182,11388030.57,10631590.82,9508739.621,12690520.54,4801532.629,4472256.722,10168300.18,6281579.926,4779092.773,4909857.175,7797982.406
